00Z 01 Dec 2017, 0.00 15.41
12Z 01 Dec 2017, 977.31 14.56
00Z 02 Dec 2017, 58.94 14.49
12Z 02 Dec 2017, 248.14 15.63
00Z 03 Dec 2017, 0.00 10.09
00Z 04 Dec 2017, 0.00 10.62
12Z 04 Dec 2017, 19.32 9.71
00Z 05 Dec 2017, 0.00 6.58
12Z 05 Dec 2017, 0.00 6.36
00Z 06 Dec 2017, 0.00 7.14
12Z 06 Dec 2017, 0.00 9.24
00Z 07 Dec 2017, 0.00 8.70
12Z 07 Dec 2017, 308.82 12.80
00Z 08 Dec 2017, 0.00 7.51
00Z 09 Dec 2017, 0.00 5.25
12Z 09 Dec 2017, 0.00 5.79
00Z 10 Dec 2017, 0.00 4.71
12Z 10 Dec 2017, 0.00 4.41
00Z 11 Dec 2017, 0.00 5.01
12Z 11 Dec 2017, 0.00 3.17
00Z 12 Dec 2017, 0.00 0.55
12Z 12 Dec 2017, 0.00 2.17
00Z 13 Dec 2017, 0.00 2.36
12Z 13 Dec 2017, 0.00 4.92
00Z 14 Dec 2017, 0.00 3.83
12Z 14 Dec 2017, 0.00 6.27
00Z 15 Dec 2017, 0.00 4.19
12Z 15 Dec 2017, 70.71 11.91
00Z 16 Dec 2017, 0.00 6.75
12Z 16 Dec 2017, 44.63 12.19
00Z 17 Dec 2017, 0.00 7.21
12Z 17 Dec 2017, 0.00 6.36
00Z 18 Dec 2017, 0.00 6.53
12Z 18 Dec 2017, 0.00 5.07
00Z 19 Dec 2017, 0.00 3.18
12Z 19 Dec 2017, 0.00 3.38
00Z 20 Dec 2017, 0.00 3.79
12Z 20 Dec 2017, 0.00 3.44
00Z 21 Dec 2017, 0.00 3.13
12Z 21 Dec 2017, 0.00 3.41
00Z 22 Dec 2017, 0.00 3.60
12Z 22 Dec 2017, 0.00 3.09
00Z 23 Dec 2017, 0.00 3.36
12Z 23 Dec 2017, 0.00 2.27
00Z 24 Dec 2017, 0.00 2.83
12Z 24 Dec 2017, 0.00 4.68
00Z 25 Dec 2017, 0.00 2.76
12Z 25 Dec 2017, 0.00 4.03
00Z 26 Dec 2017, 0.00 2.98
12Z 26 Dec 2017, 0.00 4.61
00Z 27 Dec 2017, 0.00 3.19
12Z 27 Dec 2017, 0.00 3.02
12Z 28 Dec 2017, 0.00 4.33
00Z 29 Dec 2017, 0.00 4.28
12Z 29 Dec 2017, 0.00 4.78
00Z 30 Dec 2017, 0.00 4.51
12Z 30 Dec 2017, 0.00 4.42
00Z 31 Dec 2017, 0.00 2.30
12Z 31 Dec 2017, 0.00 6.03
