01 01 2017, 0.00,6.84
02 01 2017, 22.86,8.76
07 01 2017, 0.00,8.46
09 01 2017, 90.27,12.74
11 01 2017, 0.00,6.68
12 01 2017, 0.00,3.25
13 01 2017, 129.46,7.97
14 01 2017, 0.00,5.90
15 01 2017, 0.00,5.55
16 01 2017, 0.00,4.69
17 01 2017, 0.00,7.20
18 01 2017, 0.00,5.26
19 01 2017, 550.22,11.96
20 01 2017, 469.32,15.38
21 01 2017, 928.09,16.65
22 01 2017, 556.26,12.63
23 01 2017, 19.82,10.35
24 01 2017, 343.60,14.38
25 01 2017, 107.85,14.19
28 01 2017, 0.00,9.76
29 01 2017, 0.00,10.30
30 01 2017, 4.16,7.20
31 01 2017, 97.91,9.17
01 02 2017, 18.47,13.62
02 02 2017, 23.93,12.52
03 02 2017, 23.96,13.09
04 02 2017, 4.66,12.54
05 02 2017, 77.91,10.02
06 02 2017, 279.86,11.38
07 02 2017, 230.59,13.41
09 02 2017, 0.00,11.14
11 02 2017, 1022.06,13.08
12 02 2017, 635.84,14.34
13 02 2017, 413.89,18.69
14 02 2017, 166.86,27.10
15 02 2017, 401.00,24.78
16 02 2017, 152.05,23.18
17 02 2017, 240.00,20.80
19 02 2017, 450.35,22.12
20 02 2017, 242.01,14.89
21 02 2017, 0.00,14.34
22 02 2017, 149.62,15.24
26 02 2017, 153.81,16.09
27 02 2017, 132.23,11.81
28 02 2017, 168.00,15.19
01 02 2017, 18.47,13.62
02 02 2017, 23.93,12.52
03 02 2017, 23.96,13.09
04 02 2017, 4.66,12.54
05 02 2017, 77.91,10.02
06 02 2017, 279.86,11.38
07 02 2017, 230.59,13.41
09 02 2017, 0.00,11.14
11 02 2017, 1022.06,13.08
12 02 2017, 635.84,14.34
13 02 2017, 413.89,18.69
14 02 2017, 166.86,27.10
15 02 2017, 401.00,24.78
16 02 2017, 152.05,23.18
17 02 2017, 240.00,20.80
19 02 2017, 450.35,22.12
20 02 2017, 242.01,14.89
21 02 2017, 0.00,14.34
22 02 2017, 149.62,15.24
26 02 2017, 153.81,16.09
27 02 2017, 132.23,11.81
28 02 2017, 168.00,15.19
01 03 2017, 123.94,13.27
02 03 2017, 79.70,14.66
04 03 2017, 57.23,11.27
05 03 2017, 278.03,10.79
07 03 2017, 27.29,14.69
08 03 2017, 178.00,16.70
10 03 2017, 340.87,17.65
12 03 2017, 282.03,18.24
13 03 2017, 649.02,20.24
14 03 2017, 1256.19,16.58
15 03 2017, 574.90,14.00
16 03 2017, 383.53,14.28
17 03 2017, 0.00,16.13
18 03 2017, 93.38,15.82
19 03 2017, 996.16,20.39
20 03 2017, 774.99,20.82
21 03 2017, 1265.95,15.68
22 03 2017, 1321.08,18.87
24 03 2017, 919.27,17.37
25 03 2017, 1545.13,20.71
26 03 2017, 636.36,14.98
27 03 2017, 1375.09,16.47
29 03 2017, 1392.98,18.27
30 03 2017, 95.84,9.54
31 03 2017, 518.44,15.37
02 04 2017, 159.75,17.94
03 04 2017, 604.75,16.40
04 04 2017, 84.40,14.41
05 04 2017, 0.00,11.24
07 04 2017, 466.73,14.57
08 04 2017, 835.79,14.15
10 04 2017, 0.00,7.76
14 04 2017, 140.75,9.49
15 04 2017, 610.74,13.47
16 04 2017, 437.00,17.86
17 04 2017, 166.70,14.74
19 04 2017, 1165.55,17.66
20 04 2017, 820.09,14.11
21 04 2017, 42.97,14.38
22 04 2017, 0.00,10.28
23 04 2017, 0.00,9.85
24 04 2017, 322.83,14.03
25 04 2017, 463.86,13.89
26 04 2017, 84.47,17.10
27 04 2017, 670.71,19.69
30 04 2017, 526.08,23.15
01 05 2017, 480.93,16.01
03 05 2017, 1583.05,19.68
04 05 2017, 2023.76,20.97
05 05 2017, 2782.27,22.86
06 05 2017, 2379.18,19.70
07 05 2017, 1268.47,24.67
08 05 2017, 1955.01,27.58
09 05 2017, 1560.40,24.74
10 05 2017, 1191.91,23.34
11 05 2017, 235.62,25.71
12 05 2017, 1896.06,26.78
13 05 2017, 1723.55,28.08
14 05 2017, 1386.54,24.66
15 05 2017, 154.05,29.47
16 05 2017, 620.24,22.00
17 05 2017, 378.99,23.43
18 05 2017, 2480.93,27.61
19 05 2017, 496.77,21.33
20 05 2017, 2286.92,22.79
21 05 2017, 4290.04,26.01
22 05 2017, 20.54,19.82
23 05 2017, 40.82,16.84
24 05 2017, 686.85,21.31
25 05 2017, 18.10,16.69
27 05 2017, 80.41,14.24
28 05 2017, 100.74,15.24
29 05 2017, 241.73,13.98
30 05 2017, 87.72,16.29
31 05 2017, 0.00,11.21
01 06 2017, 0.00,10.87
04 06 2017, 938.79,22.57
05 06 2017, 569.98,24.77
06 06 2017, 0.00,11.02
07 06 2017, 0.00,7.62
08 06 2017, 0.00,6.50
09 06 2017, 0.00,12.56
10 06 2017, 0.00,7.67
11 06 2017, 0.00,6.92
12 06 2017, 260.55,8.41
14 06 2017, 483.07,17.80
16 06 2017, 70.31,11.09
17 06 2017, 0.00,9.93
19 06 2017, 1140.75,17.84
20 06 2017, 287.80,20.74
21 06 2017, 318.82,20.15
22 06 2017, 32.02,13.17
23 06 2017, 30.46,12.48
24 06 2017, 0.00,36.28
25 06 2017, 851.33,21.87
26 06 2017, 366.21,13.44
27 06 2017, 31.99,10.65
28 06 2017, 1269.59,27.38
29 06 2017, 0.00,12.96
30 06 2017, 85.40,11.76
01 07 2017, 2796.98,19.16
02 07 2017, 460.48,11.12
03 07 2017, 81.09,15.53
04 07 2017, 572.58,16.77
05 07 2017, 2789.92,21.57
06 07 2017, 0.00,13.05
07 07 2017, 119.80,12.55
08 07 2017, 177.99,16.43
09 07 2017, 33.94,15.47
10 07 2017, 741.06,19.75
11 07 2017, 0.00,12.24
12 07 2017, 0.00,13.46
13 07 2017, 873.21,22.67
14 07 2017, 219.62,16.51
15 07 2017, 1557.33,23.14
16 07 2017, 265.41,20.45
18 07 2017, 29.84,18.49
19 07 2017, 529.59,24.25
20 07 2017, 392.71,21.85
21 07 2017, 38.74,21.58
22 07 2017, 0.00,11.97
24 07 2017, 2913.58,24.80
25 07 2017, 2659.92,30.43
26 07 2017, 618.97,19.95
27 07 2017, 0.74,14.93
28 07 2017, 2184.84,22.50
29 07 2017, 391.60,11.07
30 07 2017, 0.00,11.35
31 07 2017, 17.24,26.41
01 08 2017, 1039.10,21.45
02 08 2017, 138.00,17.22
03 08 2017, 1907.14,22.88
04 08 2017, 1004.49,21.61
05 08 2017, 1306.45,21.13
07 08 2017, 0.00,10.23
09 08 2017, 2006.24,25.20
10 08 2017, 1845.57,23.63
11 08 2017, 2403.24,20.94
12 08 2017, 1231.50,19.29
13 08 2017, 3304.45,29.34
14 08 2017, 1406.19,27.08
15 08 2017, 398.85,25.25
16 08 2017, 1294.25,32.02
17 08 2017, 227.12,21.88
18 08 2017, 145.76,19.99
19 08 2017, 2865.78,21.95
20 08 2017, 109.72,14.65
21 08 2017, 69.15,17.60
22 08 2017, 212.73,19.35
23 08 2017, 1901.00,23.62
24 08 2017, 2092.22,24.57
25 08 2017, 852.22,24.95
26 08 2017, 81.65,22.24
27 08 2017, 881.04,24.17
28 08 2017, 652.58,23.03
29 08 2017, 1313.67,22.23
30 08 2017, 38.72,14.40
31 08 2017, 2179.78,19.34
01 09 2017, 946.11,23.12
02 09 2017, 1761.90,23.96
03 09 2017, 1016.53,23.59
04 09 2017, 1559.30,15.43
05 09 2017, 393.72,15.80
06 09 2017, 3594.44,20.17
07 09 2017, 462.34,18.18
